after_duplicate_relation_count,after_keep_relation_count,apply,before_duplicate_relation_count,before_keep_relation_count,duplicate_code,evidence_text_length,group_index,group_node_count,group_total_relation_count,incoming_relation_count,keep_code,outgoing_relation_count,source_name,source_page
0,10,true,1,1,EVD-CARD-FULLBOOK-7E0D09AEE4C68C,608,6,70,,1,EVD-CARD-FULLBOOK-EACF2B96646E21,0,《内科学（第10版）》docx,N/A
0,10,true,1,1,EVD-CARD-FULLBOOK-46447FFB01A444,608,6,70,,1,EVD-CARD-FULLBOOK-EACF2B96646E21,0,《内科学（第10版）》docx,N/A
0,10,true,1,1,EVD-CARD-FULLBOOK-BC1CC88DFBFD3F,608,6,70,,1,EVD-CARD-FULLBOOK-EACF2B96646E21,0,《内科学（第10版）》docx,N/A
0,10,true,1,1,EVD-CARD-FULLBOOK-523932A97E58B3,608,6,70,,1,EVD-CARD-FULLBOOK-EACF2B96646E21,0,《内科学（第10版）》docx,N/A
0,10,true,1,1,EVD-CARD-FULLBOOK-3D5116068F54B8,608,6,70,,1,EVD-CARD-FULLBOOK-EACF2B96646E21,0,《内科学（第10版）》docx,N/A
0,10,true,1,1,EVD-CARD-FULLBOOK-0E1DAD78165F4A,608,6,70,,1,EVD-CARD-FULLBOOK-EACF2B96646E21,0,《内科学（第10版）》docx,N/A
0,10,true,1,1,EVD-CARD-FULLBOOK-A85F86C39610BD,608,6,70,,1,EVD-CARD-FULLBOOK-EACF2B96646E21,0,《内科学（第10版）》docx,N/A
0,10,true,1,1,EVD-CARD-FULLBOOK-5DE47A3B649D8F,608,6,70,,1,EVD-CARD-FULLBOOK-EACF2B96646E21,0,《内科学（第10版）》docx,N/A
0,10,true,1,1,EVD-CARD-FULLBOOK-720E47128B0A17,608,6,70,,1,EVD-CARD-FULLBOOK-EACF2B96646E21,0,《内科学（第10版）》docx,N/A
0,10,true,1,1,EVD-CARD-FULLBOOK-639EE4DFCFC9A6,608,6,70,,1,EVD-CARD-FULLBOOK-EACF2B96646E21,0,《内科学（第10版）》docx,N/A
0,10,true,1,1,EVD-CARD-FULLBOOK-F3AB23F1D62F4E,608,6,70,,1,EVD-CARD-FULLBOOK-EACF2B96646E21,0,《内科学（第10版）》docx,N/A
0,10,true,1,1,EVD-CARD-FULLBOOK-CF6CAB9A93251A,608,6,70,,1,EVD-CARD-FULLBOOK-EACF2B96646E21,0,《内科学（第10版）》docx,N/A
