after_duplicate_relation_count,after_keep_relation_count,apply,before_duplicate_relation_count,before_keep_relation_count,duplicate_code,evidence_text_length,group_index,group_node_count,group_total_relation_count,incoming_relation_count,keep_code,outgoing_relation_count,source_name,source_page
0,5,true,1,3,EVD-CARD-FULLBOOK-B8039AA0BF1E3C,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-38352AFFF77EE4,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-C505B8A1886B8C,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-FEEE90824B294A,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-B4C0E850E9D144,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-78E16AE61D6145,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-FB6776ADD85D0F,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-7F56386F1421E9,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-FDF19885E59FCB,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-E70EF8802F6D98,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-C44498FA0E78A5,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-2E3D1AC87BACF3,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-E44440321047C0,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-690117648874D0,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-67A848AEE915A5,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-448706E100885E,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-28A9381B5A7733,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-DD62EB9FC4A118,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-F9D465A4ACF59F,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-B8A03D35481BFC,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-AD4B77F0303013,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-53844D6A7A55A8,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-52A4452CFD7B0F,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-B48949801D6D2B,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-65F9EC77A923C7,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-3A56CB4FECFF76,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-01177DC3947535,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-57646B593E9110,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-6EF10D6B04C587,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-BCEC69412F4BFD,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-D2368FCD4A4940,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-8BB7D0B25FFA1A,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-178AB1D4727C8F,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-59DE64329485DE,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-76A8D50D36CBAC,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-D8356B392206A2,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-EC918097537271,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-002BA3BD360EE3,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-E885C4E6C5070A,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-E60D7870A2CB07,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-890F36CAED8E4D,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-F0759895BA9CE1,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
0,5,true,1,3,EVD-CARD-FULLBOOK-B0D3E74CBCD39E,740,5,75,,1,EVD-CARD-FULLBOOK-2974F443C4ED54,0,《内科学（第10版）》docx,N/A
