after_duplicate_relation_count,after_keep_relation_count,apply,before_duplicate_relation_count,before_keep_relation_count,duplicate_code,evidence_text_length,group_index,group_node_count,group_total_relation_count,incoming_relation_count,keep_code,outgoing_relation_count,source_name,source_page
0,13,true,1,13,EVD-CARD-FULLBOOK-920E507018FBD4,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
0,13,true,1,13,EVD-CARD-FULLBOOK-D969E317BE56EC,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
0,13,true,1,13,EVD-CARD-FULLBOOK-801E1D73FBC56A,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-3CB49AF1AD8A99,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-244DAEBFD8DAD9,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-946EEA6E44F0C1,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-AF13DC45873688,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-048F0A505B5994,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-41ECDE0409532E,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-2E78252BA488DA,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-A2F33A8D091997,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-FB6207E9CCDD3E,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-FF6CD5B2E2CEA2,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-0E6F9A8D4203D2,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-DEFB59A27540C5,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-97A2564554E0D7,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-4FAC4F35E58EAD,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-BA5273BA60192B,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-B8A065497914BF,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-2B30607F8907BB,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-177918E13DD0E1,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-D1944D5DE41AF9,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-90E704A0AD9E8A,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-7DF11BA6A2DD6B,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-FFC2A3D12F2D94,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-6796FDF396AA6C,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-36ADE54E14404A,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-A1B18AD84F3093,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-8DA984F9E5E890,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-768546E61E869B,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-5D7365D7068921,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-F3E9C6B81D3445,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-D6916678D23854,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-C1FA46FB7955D2,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-FB548488BA78B0,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-CD0673D1FE201F,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-9E5C197B26FD18,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-6D9421990DA1D3,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-DFDB9B3CA19053,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-84DCB16C1DB2B8,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-F32CD58DA230D6,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-278541C3C6BDB8,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-00B001DD106759,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-D675DFEF19BC39,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-075041FCC8F32D,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
0,12,true,1,1,EVD-CARD-DEEP-588392AC08D7CC,861,3,84,,1,EVD-CARD-DEEP-644CBD55A70B89,0,《内科学（第10版）》.docx,N/A
